-0.01	0.01	-0.02
0.00	0.01	-0.01
0.01	0.01	-0.02
-0.00	0.01	-0.01
-0.00	0.01	-0.01
0.00	0.01	-0.00
0.00	0.01	-0.02
0.01	0.02	-0.01
0.01	0.01	-0.01
-0.00	0.01	-0.02
-0.00	0.01	-0.02
-0.00	0.00	-0.02
0.01	0.01	-0.01
0.01	0.01	-0.00
0.01	0.01	-0.02
0.00	0.01	-0.01
0.00	0.01	-0.02
-0.00	0.02	-0.01
-0.00	0.01	-0.02
0.01	0.02	-0.03
-0.00	0.00	-0.01
0.00	0.01	-0.01
-0.00	0.01	-0.02
0.00	0.01	-0.02
0.01	0.01	-0.02
0.00	0.01	-0.04
0.01	0.03	-0.02
-0.01	0.05	0.00
0.19	0.11	0.04
0.18	0.07	0.06
0.06	0.00	0.05
-0.15	0.06	-0.19
-0.08	0.10	-0.29
-0.06	0.17	-0.33
0.01	-0.09	-0.24
-0.10	-0.17	-0.33
0.05	-0.10	-0.21
-0.03	-0.04	-0.27
-0.03	-0.07	-0.29
-0.02	-0.10	-0.27
0.00	-0.08	-0.24
-0.01	-0.07	-0.26
-0.01	-0.06	-0.28
-0.02	-0.09	-0.27
-0.03	-0.08	-0.27
-0.01	-0.08	-0.27
-0.01	-0.06	-0.25
-0.03	-0.07	-0.28
0.01	-0.08	-0.24
-0.02	-0.10	-0.26
-0.02	-0.09	-0.26
-0.04	-0.10	-0.27
-0.04	-0.08	-0.30
-0.01	-0.06	-0.26
-0.03	-0.07	-0.30
-0.04	-0.07	-0.29
-0.00	-0.09	-0.30
-0.02	-0.03	-0.28
-0.03	-0.11	-0.30
0.05	-0.05	-0.37
-0.00	-0.07	-0.36
-0.24	0.13	-0.52
-0.05	0.02	-0.42
-0.11	0.01	-0.42
-0.11	0.01	-0.42
-0.14	0.06	-0.44
-0.05	-0.00	-0.41
-0.09	-0.02	-0.45
-0.09	-0.06	-0.46
0.07	-0.09	-0.37
-0.04	-0.02	-0.33
-0.29	0.07	-0.49
-0.03	-0.03	-0.49
-0.52	0.20	-0.62
-0.06	0.18	-0.45
-0.35	0.04	-0.34
-0.16	-0.29	-0.29
-0.03	-0.16	-0.03
-0.06	0.18	0.15
0.01	0.18	0.08
0.22	0.32	0.29
-0.16	0.26	-0.20
-0.03	-0.39	-0.45
0.22	0.18	-0.18
0.26	-0.24	0.03
-0.14	0.30	-0.04
0.33	-0.17	0.05
-0.23	-0.51	-0.24
-0.33	-0.04	-0.17
-0.69	-0.34	-0.65
-0.53	0.13	-0.06
0.30	-0.24	0.15
0.66	0.02	0.36
-0.22	-0.20	0.00
-0.00	-0.47	-0.20
-0.10	-0.16	0.11
-0.10	-0.28	-0.17
-0.09	0.16	0.27
-0.05	-0.26	0.18
-0.01	-0.10	0.03
0.05	0.16	0.35
0.12	0.11	0.01
0.10	-0.29	0.10
-0.16	-0.16	-0.00
0.05	-0.24	0.01
0.18	-0.04	0.40
0.43	0.20	0.37
0.04	0.12	-0.31
-0.01	0.10	0.16
0.12	0.06	0.14
-0.20	0.18	0.04
1.00	-0.21	0.67
-0.05	-0.95	-0.45
0.08	0.14	-0.05
-0.46	0.07	-0.12
0.84	0.29	0.57
0.39	-0.31	0.02
0.09	0.03	0.19
-0.11	0.29	0.63
0.23	-0.04	0.02
-0.10	-0.47	-0.32
0.10	0.29	0.11
-0.22	0.16	0.20
0.23	0.46	-0.18
0.08	-0.72	-0.33
0.45	-0.05	0.66
0.09	-0.02	0.05
-0.00	-0.37	-0.26
0.09	-0.31	-0.00
0.31	0.13	0.37
1.00	-0.33	0.90
-0.15	0.14	-0.15
0.20	0.10	0.08
-0.14	0.52	-0.16
0.13	0.28	0.19
-0.18	0.12	0.02
0.32	0.14	0.19
-0.14	0.08	-0.03
0.23	0.01	0.31
0.31	0.17	0.33
0.15	-0.03	-0.01
-0.21	0.07	-0.47
-0.21	0.33	-0.02
-0.15	-0.14	-0.46
0.06	0.07	-0.19
-0.13	-0.10	-0.51
-0.02	0.25	-0.13
-0.17	-0.06	-0.47
0.18	0.06	-0.17
-0.04	-0.01	-0.28
-0.19	-0.05	-0.40
-0.01	0.11	-0.57
-0.14	-0.23	-0.49
-0.09	-0.21	-0.24
0.11	0.12	0.09
-0.16	-0.13	-0.50
0.07	0.02	-0.29
-0.07	0.09	-0.32
-0.09	-0.18	-0.16
-0.01	-0.16	-0.21
0.04	0.31	-0.11
-0.09	0.03	-0.50
-0.03	-0.07	-0.46
-0.02	0.09	-0.39
0.07	-0.10	-0.19
0.06	-0.07	-0.04
-0.02	-0.13	-0.20
-0.19	-0.22	-0.36
-0.26	-0.12	-0.63
0.22	-0.01	-0.22
-0.03	0.11	-0.32
-0.07	0.08	-0.35
0.17	-0.06	-0.18
-0.11	-0.19	-0.16
-0.04	-0.10	-0.13
-0.08	0.02	-0.58
0.07	-0.05	-0.28
0.11	-0.07	-0.27
-0.02	-0.05	-0.27
-0.03	-0.06	-0.26
-0.08	-0.04	-0.20
-0.09	-0.02	-0.16
-0.03	0.13	0.09
0.61	0.17	0.26
0.23	-0.08	0.12
-0.36	-0.15	-0.30
-0.06	0.19	-0.27
-0.24	0.30	-0.35
-0.26	0.06	-0.19
0.13	0.16	0.24
0.02	-0.02	-0.00
-0.01	0.01	-0.00
0.00	0.02	-0.01
0.00	0.01	-0.02
-0.00	0.01	-0.00
-0.00	0.01	-0.02
0.00	0.01	-0.00
0.00	0.01	0.00
-0.00	0.02	-0.01
0.00	0.01	-0.01
0.00	0.01	-0.01
0.00	0.01	-0.01
-0.00	0.01	-0.01
-0.01	0.01	-0.02
-0.00	0.01	-0.01
0.00	0.01	-0.00
0.00	0.01	-0.01
0.00	0.01	-0.00
0.00	0.01	-0.01
0.00	0.01	-0.01
0.01	0.01	-0.01
-0.00	0.01	-0.00
-0.01	0.01	-0.00
-0.00	0.01	-0.01
-0.00	0.02	-0.01
-0.00	0.02	-0.00
0.00	0.01	-0.01
0.00	0.02	-0.01
0.00	0.01	-0.00
0.00	0.01	-0.01
0.01	0.01	-0.02
-0.00	0.02	-0.02
0.00	0.01	-0.01
-0.00	0.01	-0.01
