-0.01	0.08	-0.18
-0.01	0.09	-0.18
0.00	0.08	-0.19
0.01	0.07	-0.18
0.01	0.08	-0.20
-0.03	0.08	-0.19
-0.02	0.08	-0.20
0.01	0.08	-0.19
-0.00	0.08	-0.20
-0.02	0.09	-0.20
0.02	0.07	-0.22
-0.01	0.07	-0.22
-0.02	0.07	-0.21
0.00	0.04	-0.22
-0.01	0.06	-0.21
0.00	0.06	-0.20
-0.01	0.07	-0.22
0.00	0.06	-0.21
-0.01	0.05	-0.29
0.30	0.20	0.04
-0.08	-0.10	-0.28
-0.21	-0.09	-0.19
-0.23	-0.13	-0.30
-0.11	-0.28	0.03
-0.27	-0.25	-0.06
0.09	0.00	-0.02
-0.19	-0.14	-0.16
0.01	-0.19	0.07
0.34	-0.06	0.14
-0.09	0.07	0.10
0.05	0.05	0.28
0.15	-0.03	0.27
-0.04	-0.34	0.23
-0.02	-0.21	-0.13
-0.42	-0.82	-0.08
0.33	0.25	0.14
0.23	0.58	-0.15
0.30	-0.19	0.13
-0.14	-0.18	-0.04
0.04	0.25	-0.18
-0.09	0.12	-0.17
-0.55	0.08	-0.13
0.25	0.04	-0.01
0.35	-0.05	0.32
0.11	-0.20	0.01
-0.43	0.02	0.08
-0.35	-0.12	-0.06
0.09	0.15	0.07
0.30	-0.02	0.07
0.09	-0.01	0.09
-0.13	-0.12	0.19
-0.21	0.18	-0.03
0.09	-0.23	-0.38
-0.29	0.11	-0.13
-0.35	0.37	-0.24
0.38	-0.16	0.21
0.11	0.01	0.54
-0.08	-0.02	-0.21
-0.03	-0.05	0.20
-0.10	-0.20	-0.16
0.10	0.02	0.08
-0.17	-0.03	-0.32
0.01	-0.13	-0.38
-0.89	-0.09	-0.04
0.06	-0.04	0.07
0.05	-0.15	-0.02
0.46	0.02	0.09
-0.24	-0.02	0.14
1.00	-0.12	0.94
0.36	0.00	0.33
-0.29	0.26	0.18
-0.14	-0.06	-0.03
-0.01	0.63	0.06
-0.04	0.10	-0.38
-0.14	-0.23	-0.40
0.07	-0.03	-0.13
-0.33	0.01	-0.37
0.15	0.08	-0.31
-0.37	0.01	-0.44
0.05	0.11	-0.07
0.17	-0.00	-0.18
-0.03	0.30	-0.19
0.21	-0.07	-0.13
-0.02	-0.01	-0.31
0.02	-0.00	-0.17
-0.40	-0.30	-0.49
